onetsoccode,Title,taskid,task,tasktype,incumbentsresponding,date,domainsource,scaleid,category,datavalue,n,standarderror,lowercibound,uppercibound,recommendsuppress
25-2057.00,"Special Education Teachers, Middle School",6766,Meet with parents and guardians to provide guidance in using community resources and to teach skills for dealing with students' impairments.,Core,59,08/2025,Incumbent,IM,n/a,3.75,48,0.1685,3.4083,4.0862,N
25-2057.00,"Special Education Teachers, Middle School",6750,"Modify the general education curriculum for students with disabilities, based upon a variety of instructional techniques and instructional technology.",Core,60,08/2025,Incumbent,IM,n/a,4.3000002,54,0.1063,4.0840,4.5102,N
25-2058.00,"Special Education Teachers, Secondary School",6807,Provide additional instruction in vocational areas.,Supplemental,107,08/2025,Incumbent,IM,n/a,3.8399999,71,0.1675,3.5015,4.1695,N
25-2058.00,"Special Education Teachers, Secondary School",6792,"Teach personal development skills, such as goal setting, independence, and self-advocacy.",Core,107,08/2025,Incumbent,IM,n/a,4.2600002,101,0.1305,4.0042,4.5220,N
25-2058.00,"Special Education Teachers, Secondary School",6817,"Attend staff meetings and serve on committees, as required.",Core,107,08/2025,Incumbent,IM,n/a,3.3199999,106,0.1354,3.0474,3.5843,N
25-2058.00,"Special Education Teachers, Secondary School",6822,Provide interpretation and transcription of regular classroom materials through Braille and sign language.,Supplemental,108,08/2025,Incumbent,IM,n/a,3.48,39,0.4214,2.6233,4.3296,N
25-2058.00,"Special Education Teachers, Secondary School",6784,"Maintain accurate and complete student records, and prepare reports on children and activities, as required by laws, district policies, and administrative regulations.",Core,107,08/2025,Incumbent,IM,n/a,4.5500002,104,0.0908,4.3661,4.7264,N
25-2058.00,"Special Education Teachers, Secondary School",6800,"Guide and counsel students with adjustments, academic problems, or special academic interests.",Core,108,08/2025,Incumbent,IM,n/a,4.1100001,101,0.0861,3.9374,4.2791,N
25-2058.00,"Special Education Teachers, Secondary School",6801,Coordinate placement of students with special needs into mainstream classes.,Core,107,08/2025,Incumbent,IM,n/a,4.1199999,89,0.1641,3.7943,4.4464,N
25-2058.00,"Special Education Teachers, Secondary School",6815,"Attend professional meetings, educational conferences, and teacher training workshops to maintain and improve professional competence.",Core,107,08/2025,Incumbent,IM,n/a,3.49,105,0.0967,3.2945,3.6780,N
25-2058.00,"Special Education Teachers, Secondary School",6786,Prepare materials and classrooms for class activities.,Core,107,08/2025,Incumbent,IM,n/a,4.3800001,102,0.1317,4.1227,4.6452,N
25-2058.00,"Special Education Teachers, Secondary School",6812,"Administer standardized ability and achievement tests, and interpret results to determine students' strengths and needs.",Core,107,08/2025,Incumbent,IM,n/a,3.76,99,0.1382,3.4868,4.0354,N
25-2058.00,"Special Education Teachers, Secondary School",6788,"Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, and social development.",Core,108,08/2025,Incumbent,IM,n/a,4.52,98,0.1040,4.3111,4.7240,N
25-2058.00,"Special Education Teachers, Secondary School",6797,Meet with other professionals to discuss individual students' needs and progress.,Core,106,08/2025,Incumbent,IM,n/a,4.1500001,103,0.1289,3.8898,4.4011,N
25-2058.00,"Special Education Teachers, Secondary School",6806,Meet with parents and guardians to provide guidance in using community resources and to teach skills for dealing with students' impairments.,Core,108,08/2025,Incumbent,IM,n/a,3.55,95,0.1397,3.2753,3.8301,N
25-2058.00,"Special Education Teachers, Secondary School",6789,"Instruct through lectures, discussions, and demonstrations in one or more subjects, such as English, mathematics, or social studies.",Core,107,08/2025,Incumbent,IM,n/a,3.95,78,0.1650,3.6205,4.2777,N
25-2058.00,"Special Education Teachers, Secondary School",6814,"Prepare for assigned classes, and show written evidence of preparation upon request of immediate supervisors.",Core,108,08/2025,Incumbent,IM,n/a,3.74,83,0.1517,3.4405,4.0441,N
25-2058.00,"Special Education Teachers, Secondary School",6790,"Employ special educational strategies and techniques during instruction to improve the development of sensory- and perceptual-motor skills, language, cognition, and memory.",Core,108,08/2025,Incumbent,IM,n/a,4.46,103,0.1354,4.1894,4.7264,N
25-2058.00,"Special Education Teachers, Secondary School",6787,Establish and enforce rules for behavior and policies and procedures to maintain order among students.,Core,108,08/2025,Incumbent,IM,n/a,4.6199999,106,0.1253,4.3710,4.8680,N
25-2058.00,"Special Education Teachers, Secondary School",6794,"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students.",Core,108,08/2025,Incumbent,IM,n/a,4.4400001,105,0.1407,4.1561,4.7143,N
25-2058.00,"Special Education Teachers, Secondary School",6819,"Perform administrative duties, such as school library assistance, hall and cafeteria monitoring, and bus loading and unloading.",Supplemental,107,08/2025,Incumbent,IM,n/a,3.0799999,71,0.2031,2.6712,3.4812,N
25-2058.00,"Special Education Teachers, Secondary School",6823,"Sponsor extracurricular activities, such as clubs, student organizations, and academic contests.",Supplemental,108,08/2025,Incumbent,IM,n/a,2.9300001,68,0.2133,2.5055,3.3569,N
25-2058.00,"Special Education Teachers, Secondary School",6818,"Select, store, order, issue, and inventory classroom equipment, materials, and supplies.",Supplemental,107,08/2025,Incumbent,IM,n/a,2.8399999,82,0.1425,2.5564,3.1232,N
25-2058.00,"Special Education Teachers, Secondary School",6795,Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.,Core,105,08/2025,Incumbent,IM,n/a,4.29,99,0.1392,4.0168,4.5691,N
25-2058.00,"Special Education Teachers, Secondary School",6799,Meet with parents and guardians to discuss their children's progress and to determine priorities for their children and their resource needs.,Core,107,08/2025,Incumbent,IM,n/a,4,102,0.1283,3.7447,4.2539,N
25-2058.00,"Special Education Teachers, Secondary School",6805,"Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, and food preparation.",Core,107,08/2025,Incumbent,IM,n/a,3.8099999,89,0.2138,3.3870,4.2368,N
25-2058.00,"Special Education Teachers, Secondary School",6820,"Provide assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.",Core,107,08/2025,Incumbent,IM,n/a,4,78,0.1888,3.6232,4.3751,N
25-2058.00,"Special Education Teachers, Secondary School",6785,"Teach socially acceptable behavior, employing techniques such as behavior modification and positive reinforcement.",Core,107,08/2025,Incumbent,IM,n/a,4.3499999,105,0.1277,4.0953,4.6019,N
25-2058.00,"Special Education Teachers, Secondary School",6791,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Core,107,08/2025,Incumbent,IM,n/a,4.04,104,0.1588,3.7246,4.3546,N
25-2058.00,"Special Education Teachers, Secondary School",6796,"Modify the general education curriculum for students with disabilities, based upon a variety of instructional techniques and technologies.",Core,107,08/2025,Incumbent,IM,n/a,4.1799998,91,0.1102,3.9615,4.3995,N
25-2058.00,"Special Education Teachers, Secondary School",6804,"Prepare, administer, and grade tests and assignments to evaluate students' progress.",Core,106,08/2025,Incumbent,IM,n/a,3.8800001,89,0.2106,3.4662,4.3032,N
25-2058.00,"Special Education Teachers, Secondary School",6809,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.",Core,108,08/2025,Incumbent,IM,n/a,4.1599998,105,0.1495,3.8626,4.4556,N
25-2058.00,"Special Education Teachers, Secondary School",6802,"Observe and evaluate students' performance, behavior, social development, and physical health.",Core,108,08/2025,Incumbent,IM,n/a,4.1799998,105,0.1026,3.9756,4.3826,N
25-2058.00,"Special Education Teachers, Secondary School",6793,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,Core,107,08/2025,Incumbent,IM,n/a,4.25,102,0.0663,4.1196,4.3825,N
25-2058.00,"Special Education Teachers, Secondary School",6811,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",Core,106,08/2025,Incumbent,IM,n/a,4.02,104,0.1745,3.6699,4.3618,N
25-2058.00,"Special Education Teachers, Secondary School",6821,Visit schools to tutor students with sensory impairments and to consult with teachers regarding students' special needs.,Supplemental,108,08/2025,Incumbent,IM,n/a,2.8299999,31,0.2963,2.2288,3.4390,N
25-2058.00,"Special Education Teachers, Secondary School",6810,Instruct and monitor students in the use and care of equipment and materials to prevent injuries and damage.,Supplemental,107,08/2025,Incumbent,IM,n/a,3.6300001,73,0.2446,3.1387,4.1141,N
25-2058.00,"Special Education Teachers, Secondary School",6808,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.",Core,108,08/2025,Incumbent,IM,n/a,4.1100001,97,0.1746,3.7655,4.4585,N
25-2058.00,"Special Education Teachers, Secondary School",6813,"Collaborate with other teachers and administrators in the development, evaluation, and revision of secondary school programs.",Core,108,08/2025,Incumbent,IM,n/a,3.8599999,97,0.1982,3.4656,4.2524,N
25-2058.00,"Special Education Teachers, Secondary School",6798,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems.",Core,106,08/2025,Incumbent,IM,n/a,4.3099999,105,0.1150,4.0856,4.5419,N
25-2058.00,"Special Education Teachers, Secondary School",6816,"Plan and supervise class projects, field trips, visits by guest speakers, or other experiential activities, and guide students in learning from those activities.",Core,108,08/2025,Incumbent,IM,n/a,3.22,86,0.1643,2.8979,3.5512,N
25-2058.00,"Special Education Teachers, Secondary School",6803,Monitor teachers and teacher assistants to ensure that they adhere to inclusive special education program requirements.,Core,108,08/2025,Incumbent,IM,n/a,4.1100001,83,0.1055,3.8977,4.3175,N
25-2059.01,Adapted Physical Education Specialists,17015,Advise education professionals of students' physical abilities or disabilities and the accommodations required to enhance their school performance.,Core,21,08/2020,Occupational Expert,IM,n/a,4.1500001,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17010,Evaluate the motor needs of individual students to determine their need for adapted physical education services.,Core,21,08/2020,Occupational Expert,IM,n/a,4.25,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17001,"Request or order physical education equipment, following standard procedures.",Core,21,08/2020,Occupational Expert,IM,n/a,3.48,21,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17000,Review adapted physical education programs or practices to ensure compliance with government or other regulations.,Core,21,08/2020,Occupational Expert,IM,n/a,3.52,21,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17009,"Maintain inventory of instructional equipment, materials, or aids.",Core,21,08/2020,Occupational Expert,IM,n/a,3.3,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17006,Provide individual or small groups of students with adapted physical education instruction that meets desired physical needs or goals.,Core,21,08/2020,Occupational Expert,IM,n/a,4.8000002,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17018,"Instruct students, using adapted physical education techniques, to improve physical fitness, gross motor skills, perceptual motor skills, or sports and game achievement.",Core,21,08/2020,Occupational Expert,IM,n/a,4.8099999,21,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17005,Provide students positive feedback to encourage them and help them develop an appreciation for physical education.,Core,21,08/2020,Occupational Expert,IM,n/a,4.7600002,21,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17003,"Attend in-service training, workshops, or meetings to keep abreast of current practices or trends in adapted physical education.",Core,21,08/2020,Occupational Expert,IM,n/a,3.95,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17012,"Communicate behavioral observations and student progress reports to students, parents, teachers, or administrators.",Core,21,08/2020,Occupational Expert,IM,n/a,4.0999999,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17002,"Write reports to summarize student performance, social growth, or physical development.",Core,21,08/2020,Occupational Expert,IM,n/a,4.0500002,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17004,Write or modify individualized education plans (IEPs) for students with intellectual or physical disabilities.,Core,21,08/2020,Occupational Expert,IM,n/a,4.0999999,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17013,Assist in screening or placement of students in adapted physical education programs.,Core,21,08/2020,Occupational Expert,IM,n/a,4.2600002,19,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17008,"Maintain thorough student records to document attendance, participation, or progress, ensuring confidentiality of all records.",Core,21,08/2020,Occupational Expert,IM,n/a,4.1599998,19,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,21186,Collaborate with other educational personnel to provide inclusive activities or programs for children with disabilities.,Core,21,08/2020,Occupational Expert,IM,n/a,4.25,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17011,"Establish and maintain standards of behavior to create safe, orderly, and effective environments for learning.",Core,21,08/2020,Occupational Expert,IM,n/a,4.6700001,21,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17016,Adapt instructional techniques to the age and skill levels of students.,Core,21,08/2020,Occupational Expert,IM,n/a,4.9000001,21,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17017,"Provide adapted physical education services to students with intellectual disabilities, autism, traumatic brain injury, orthopedic impairments, or other disabling condition.",Core,21,08/2020,Occupational Expert,IM,n/a,4.6500001,20,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17007,Prepare lesson plans in accordance with individualized education plans (IEPs) and the functional abilities or needs of students.,Core,21,08/2020,Occupational Expert,IM,n/a,4,19,n/a,n/a,n/a,n/a
25-2059.01,Adapted Physical Education Specialists,17014,Assess students' physical progress or needs.,Core,21,08/2020,Occupational Expert,IM,n/a,4.3299999,21,n/a,n/a,n/a,n/a
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6831,"Conduct classes, workshops, and demonstrations to teach principles, techniques, or methods in subjects, such as basic English language skills, life skills, and workforce entry skills.",Core,65,08/2018,Incumbent,IM,n/a,4.0900002,54,0.2828,3.5210,4.6556,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6833,Establish and enforce rules for behavior and procedures for maintaining order among the students for whom they are responsible.,Core,64,08/2018,Incumbent,IM,n/a,3.9400001,55,0.0872,3.7660,4.1157,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6856,Select and schedule class times to ensure maximum attendance.,Supplemental,65,08/2018,Incumbent,IM,n/a,3.5599999,32,0.1187,3.3141,3.7982,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6860,Confer with leaders of government and community groups to coordinate student training or to find opportunities for students to fulfill curriculum requirements.,Supplemental,65,08/2018,Incumbent,IM,n/a,3.0699999,20,0.2186,2.6124,3.5274,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6859,Train and assist tutors and community literacy volunteers.,Supplemental,65,08/2018,Incumbent,IM,n/a,3.49,15,0.2693,2.9131,4.0684,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6853,"Attend staff meetings and serve on committees, as required.",Core,65,08/2018,Incumbent,IM,n/a,3.4300001,59,0.1146,3.1977,3.6565,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6837,"Register, orient, and assess new students according to standards and procedures.",Core,65,08/2018,Incumbent,IM,n/a,3.5,53,0.1664,3.1675,3.8354,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6855,"Advise students on internships, prospective employers, and job placement services.",Supplemental,64,08/2018,Incumbent,IM,n/a,3.03,29,0.1226,2.7776,3.2797,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6840,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",Core,65,08/2018,Incumbent,IM,n/a,3.6500001,60,0.1944,3.2649,4.0429,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6834,"Provide information, guidance, and preparation for the General Equivalency Diploma (GED) examination.",Supplemental,64,08/2018,Incumbent,IM,n/a,3.72,27,0.2451,3.2143,4.2220,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6849,Prepare reports on students and activities as required by administration.,Core,65,08/2018,Incumbent,IM,n/a,3.6099999,56,0.1188,3.3737,3.8500,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6842,Guide and counsel students with adjustment or academic problems or special academic interests.,Core,65,08/2018,Incumbent,IM,n/a,3.3099999,46,0.1320,3.0488,3.5804,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6839,"Prepare and administer written, oral, and performance tests and issue grades in accordance with performance.",Core,65,08/2018,Incumbent,IM,n/a,3.76,54,0.1813,3.3928,4.1200,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6848,Prepare for assigned classes and show written evidence of preparation upon request of immediate supervisors.,Core,65,08/2018,Incumbent,IM,n/a,3.6600001,55,0.1340,3.3898,3.9271,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6841,"Prepare objectives and outlines for courses of study, following curriculum guidelines or requirements of states and schools.",Core,65,08/2018,Incumbent,IM,n/a,3.6500001,52,0.0961,3.4608,3.8467,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6838,Prepare and implement remedial programs for students requiring extra help.,Core,65,08/2018,Incumbent,IM,n/a,3.6700001,46,0.1217,3.4200,3.9103,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6829,Prepare materials and classrooms for class activities.,Core,65,08/2018,Incumbent,IM,n/a,4.1900001,62,0.1335,3.9186,4.4524,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6825,Observe and evaluate students' work to determine progress and make suggestions for improvement.,Core,65,08/2018,Incumbent,IM,n/a,4.3899999,63,0.1237,4.1384,4.6328,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6824,"Adapt teaching methods and instructional materials to meet students' varying needs, abilities, and interests.",Core,64,08/2018,Incumbent,IM,n/a,4.23,61,0.1355,3.9543,4.4964,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6835,Assign and grade class work and homework.,Core,65,08/2018,Incumbent,IM,n/a,4.1500001,60,0.0800,3.9867,4.3070,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6828,Maintain accurate and complete student records as required by laws or administrative policies.,Core,65,08/2018,Incumbent,IM,n/a,4.0999999,59,0.1460,3.8054,4.3899,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6845,"Confer with other staff members to plan and schedule lessons that promote learning, following approved curricula.",Core,65,08/2018,Incumbent,IM,n/a,3.1600001,60,0.1165,2.9305,3.3969,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6832,Prepare students for further education by encouraging them to explore learning opportunities and to persevere with challenging tasks.,Core,64,08/2018,Incumbent,IM,n/a,4.1900001,57,0.1001,3.9900,4.3909,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6852,"Participate in publicity planning, community awareness efforts, and student recruitment.",Supplemental,65,08/2018,Incumbent,IM,n/a,3.0599999,27,0.2197,2.6128,3.5159,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6851,Collaborate with other teachers and professionals in the development of instructional programs.,Core,65,08/2018,Incumbent,IM,n/a,3.46,50,0.1513,3.1536,3.7617,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6861,Observe and evaluate the performance of other instructors.,Supplemental,65,08/2018,Incumbent,IM,n/a,3.0699999,26,0.3979,2.2544,3.8935,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6847,"Attend professional meetings, conferences, and workshops to maintain and improve professional competence.",Core,65,08/2018,Incumbent,IM,n/a,3.2,60,0.1349,2.9299,3.4696,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6844,"Review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",Core,65,08/2018,Incumbent,IM,n/a,3.55,54,0.0840,3.3823,3.7192,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6827,"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations.",Core,65,08/2018,Incumbent,IM,n/a,4.1700001,64,0.1965,3.7805,4.5661,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6854,"Plan and supervise class projects, field trips, visits by guest speakers, contests, or other experiential activities, and guide students in learning from those activities.",Core,63,08/2018,Incumbent,IM,n/a,3.0899999,44,0.1856,2.7140,3.4627,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6846,Meet with other professionals to discuss individual students' needs and progress.,Core,64,08/2018,Incumbent,IM,n/a,3.3699999,58,0.1013,3.1698,3.5757,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6850,"Select, order, and issue books, materials, and supplies for courses or projects.",Core,65,08/2018,Incumbent,IM,n/a,3.23,52,0.1391,2.9491,3.5078,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6830,"Establish clear objectives for all lessons, units, and projects and communicate those objectives to students.",Core,65,08/2018,Incumbent,IM,n/a,4.2600002,63,0.1637,3.9328,4.5873,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6843,Enforce administration policies and rules governing students.,Core,65,08/2018,Incumbent,IM,n/a,3.6600001,57,0.1749,3.3063,4.0071,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6858,"Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.",Supplemental,64,08/2018,Incumbent,IM,n/a,3.9100001,26,0.2899,3.3129,4.5069,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6836,"Observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",Core,65,08/2018,Incumbent,IM,n/a,4.3299999,62,0.1413,4.0505,4.6155,N
25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",6826,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Core,65,08/2018,Incumbent,IM,n/a,4.1500001,63,0.2108,3.7258,4.5684,N
25-3021.00,Self-Enrichment Teachers,8682,"Attend staff meetings and serve on committees, as required.",Core,81,08/2019,Incumbent,IM,n/a,3.3599999,65,0.1789,3.0033,3.7180,N
25-3021.00,Self-Enrichment Teachers,8684,Schedule class times to ensure maximum attendance.,Supplemental,80,08/2019,Incumbent,IM,n/a,3.6300001,44,0.0802,3.4677,3.7911,N
25-3021.00,Self-Enrichment Teachers,8664,Adapt teaching methods and instructional materials to meet students' varying needs and interests.,Core,80,08/2019,Incumbent,IM,n/a,4.4299998,79,0.0871,4.2593,4.6060,N
25-3021.00,Self-Enrichment Teachers,8686,Prepare and implement remedial programs for students requiring extra help.,Supplemental,80,08/2019,Incumbent,IM,n/a,3.6300001,57,0.0891,3.4475,3.8044,N
25-3021.00,Self-Enrichment Teachers,8665,"Conduct classes, workshops, and demonstrations, and provide individual instruction to teach topics and skills, such as cooking, dancing, writing, physical fitness, photography, personal finance, and flying.",Supplemental,79,08/2019,Incumbent,IM,n/a,3.9000001,51,0.1700,3.5596,4.2426,N
25-3021.00,Self-Enrichment Teachers,8688,Meet with parents and guardians to discuss their children's progress and to determine their priorities for their children.,Supplemental,79,08/2019,Incumbent,IM,n/a,3.72,49,0.2711,3.1797,4.2700,N
25-3021.00,Self-Enrichment Teachers,8679,"Attend professional meetings, conferences, and workshops to maintain and improve professional competence.",Core,80,08/2019,Incumbent,IM,n/a,3.48,64,0.2880,2.9088,4.0599,N
25-3021.00,Self-Enrichment Teachers,8673,Enforce policies and rules governing students.,Core,80,08/2019,Incumbent,IM,n/a,3.6800001,72,0.2903,3.1060,4.2637,N
25-3021.00,Self-Enrichment Teachers,8677,Participate in publicity planning and student recruitment.,Supplemental,81,08/2019,Incumbent,IM,n/a,3.23,39,0.1148,2.9990,3.4638,N
25-3021.00,Self-Enrichment Teachers,8672,Prepare materials and classrooms for class activities.,Core,80,08/2019,Incumbent,IM,n/a,3.8,76,0.0954,3.6065,3.9864,N
25-3021.00,Self-Enrichment Teachers,8692,"Select, order, and issue books, materials, and supplies for courses or projects.",Core,81,08/2019,Incumbent,IM,n/a,3.28,64,0.1192,3.0435,3.5200,N
25-3021.00,Self-Enrichment Teachers,8670,Instruct and monitor students in the use and care of equipment and materials to prevent injury and damage.,Supplemental,80,08/2019,Incumbent,IM,n/a,3.8499999,62,0.4871,2.8717,4.8197,N
25-3021.00,Self-Enrichment Teachers,8678,"Plan and supervise class projects, field trips, visits by guest speakers, contests, or other experiential activities, and guide students in learning from those activities.",Core,80,08/2019,Incumbent,IM,n/a,3.47,66,0.2388,2.9947,3.9485,N
25-3021.00,Self-Enrichment Teachers,8669,"Establish clear objectives for all lessons, units, and projects and communicate those objectives to students.",Core,81,08/2019,Incumbent,IM,n/a,4.0900002,76,0.1973,3.7019,4.4879,N
25-3021.00,Self-Enrichment Teachers,8668,"Instruct students individually and in groups, using various teaching methods, such as lectures, discussions, and demonstrations.",Core,81,08/2019,Incumbent,IM,n/a,4.4899998,80,0.1287,4.2376,4.7501,N
25-3021.00,Self-Enrichment Teachers,8667,"Observe students to determine qualifications, limitations, abilities, interests, and other individual characteristics.",Core,81,08/2019,Incumbent,IM,n/a,4.3099999,78,0.1745,3.9656,4.6605,N
25-3021.00,Self-Enrichment Teachers,8690,"Use computers, audio-visual aids, and other equipment and materials to supplement presentations.",Core,81,08/2019,Incumbent,IM,n/a,3.49,71,0.1679,3.1536,3.8234,N
25-3021.00,Self-Enrichment Teachers,8681,Confer with other teachers and professionals to plan and schedule lessons promoting learning and development.,Core,80,08/2019,Incumbent,IM,n/a,3.8399999,60,0.1644,3.5146,4.1724,N
25-3021.00,Self-Enrichment Teachers,8689,"Organize and supervise games and other recreational activities to promote physical, mental, and social development.",Supplemental,81,08/2019,Incumbent,IM,n/a,3.3199999,39,0.0875,3.1431,3.4974,N
25-3021.00,Self-Enrichment Teachers,8683,"Prepare and administer written, oral, and performance tests, and issue grades in accordance with performance.",Core,80,08/2019,Incumbent,IM,n/a,4.1199999,53,0.1500,3.8236,4.4257,N
25-3021.00,Self-Enrichment Teachers,8687,"Review instructional content, methods, and student evaluations to assess strengths and weaknesses, and to develop recommendations for course revision, development, or elimination.",Core,80,08/2019,Incumbent,IM,n/a,3.6600001,76,0.1953,3.2740,4.0520,N
25-3021.00,Self-Enrichment Teachers,8680,Meet with other instructors to discuss individual students and their progress.,Core,81,08/2019,Incumbent,IM,n/a,3.6400001,63,0.2445,3.1491,4.1266,N
25-3021.00,Self-Enrichment Teachers,8676,Maintain accurate and complete student records as required by administrative policy.,Core,81,08/2019,Incumbent,IM,n/a,4.25,66,0.1937,3.8591,4.6329,N
25-3021.00,Self-Enrichment Teachers,8691,Observe and evaluate the performance of other instructors.,Supplemental,80,08/2019,Incumbent,IM,n/a,3.5,44,0.4000,2.6917,4.3050,N
25-3021.00,Self-Enrichment Teachers,8674,"Plan and conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate.",Core,80,08/2019,Incumbent,IM,n/a,3.6199999,69,0.2174,3.1885,4.0562,N
25-3021.00,Self-Enrichment Teachers,8671,Prepare students for further development by encouraging them to explore learning opportunities and to persevere with challenging tasks.,Core,81,08/2019,Incumbent,IM,n/a,4.3899999,77,0.1130,4.1656,4.6158,N
25-3021.00,Self-Enrichment Teachers,8666,"Monitor students' performance to make suggestions for improvement and to ensure that they satisfy course standards, training requirements, and objectives.",Core,80,08/2019,Incumbent,IM,n/a,4.23,75,0.1833,3.8672,4.5975,N
